char01,char02,char03,char04,char05,char06,char07,char08,Valid
q,a,a,e, , , , ,invalid
t,e,e,n,s,i,e,r,valid
u,d,d,e,r, , , ,valid
c,o,c,o,o,n,s, ,valid
u,n,z,i,p,s, , ,valid
e,d,n,h, , , , ,invalid
x,r,e,u,t, , , ,invalid
h,r,b,f, , , , ,invalid
m,o,w,e,r,s, , ,valid
l,u,s,t,e,r, , ,valid
s,c,r,u,b,b,e,r,valid
c,a,l,y,p,s,o,s,valid
c,l,u,r,d, , , ,invalid
t,i,g,e,r, , , ,valid
f,h,h,j,u,x, , ,invalid
j,t,o,b,e, , , ,invalid
b,x,u,f,m,s,t, ,invalid
t,u,r,n,o,f,f,s,valid
r,a,d,o,n, , , ,valid
m,o,t,l,e,y,s, ,valid
q,m,i,j, , , , ,invalid
p,m,m,t,l,k, , ,invalid
c,l,a,d, , , , ,valid
c,g,a, , , , , ,invalid
t,i,g,h,t,e,r, ,valid
t,c,f,h,g, , , ,invalid
a,s,t,e,r,s, , ,valid
e,f,a,l,o,a,g, ,invalid
r,v,s,s,y, , , ,invalid
c,h,o,r,e, , , ,valid
c,d,b,k,c,q,b, ,invalid
e,p,y,t,v, , , ,invalid
n,l,p,a,h, , , ,invalid
s,n,i,f,f, , , ,valid
y,p,b,u,u,k, , ,invalid
s,w,q,k,q, , , ,invalid
v,r,m,d,x,h,j, ,invalid
r,v,f,o, , , , ,invalid
b,a,r,g,e, , , ,valid
e,j,x,t, , , , ,invalid
x,j,p, , , , , ,invalid
i,b,f,d,j,u, , ,invalid
v,x,l, , , , , ,invalid
d,m,f,b, , , , ,invalid
g,i,r,v,g, , , ,invalid
y,o,a,j,l,q,m, ,invalid
g,u,d,u,c,g, , ,invalid
c,u,i,k,l,n,e, ,invalid
f,m,t,x, , , , ,invalid
h,m,d,i,d,r,p, ,invalid
o,o,u,p, , , , ,invalid
v,m,c,m,n,k,q, ,invalid
w,g,p, , , , , ,invalid
p,j,e, , , , , ,invalid
s,p,i,r,e, , , ,valid
i,l,r, , , , , ,invalid
v,i,t,i,a,t,e,d,valid
d,r,o,o,p, , , ,valid
r,d,r,s,e, , , ,invalid
l,w,j, , , , , ,invalid
w,a,k,a,m,o,n,o,valid
j,u,w,o, , , , ,invalid
b,p,g, , , , , ,invalid
i,d,q,i,o,u,u, ,invalid
l,o,n,g,h,o,r,n,valid
p,d,e,i, , , , ,invalid
w,d,j,b,f, , , ,invalid
m,i,s,d,e,e,d,s,valid
u,s,h,h,y,j,c, ,invalid
s,h,i,n,i,n,g, ,valid
g,m,k,t,r,d,u, ,invalid
m,e,a,n,i,n,g, ,valid
s,d,e,j,w,b, , ,invalid
b,a,i,l,s, , , ,valid
b,s,n, , , , , ,invalid
j,m,w,u,g,j,y, ,invalid
x,d,d,a, , , , ,invalid
a,h,h,m,m,a, , ,invalid
g,a,z,e,t,t,e, ,valid
g,u,h,v,a,p, , ,invalid
v,q,t, , , , , ,invalid
h,h,y,m,g, , , ,invalid
s,l,a,p, , , , ,valid
w,y,w,v,p,u, , ,invalid
j,o,c,k,u, , , ,invalid
v,c,m,q,u, , , ,invalid
b,w,n,a,g,d,m, ,invalid
d,i,g,g,e,r, , ,valid
j,b,d,u,v,l,t, ,invalid
e,w,q, , , , , ,invalid
a,e,s,t,h,e,t,e,valid
b,e,o, , , , , ,invalid
e,j,e,c,t,i,n,g,valid
b,l,a,d,e, , , ,valid
v,e,x,b,t,p, , ,invalid
x,l,c,g,h, , , ,invalid
x,u,e, , , , , ,invalid
p,r,o,f,i,t,e,d,valid
s,e,w,a,g,e, , ,valid
s,o,f,t,b,a,l,l,valid
r,i,m,b,j,k, , ,invalid
s,p,g, , , , , ,invalid
a,r,m, , , , , ,valid
x,d,i,w, , , , ,invalid
k,w,k,w,s,m, , ,invalid
b,c,y,k,u,b,d, ,invalid
s,h,c,i,r,a, , ,invalid
t,u,p,c,t, , , ,invalid
n,n,m,o,w,x, , ,invalid
x,j,s,b,j,j,c, ,invalid
r,a,n, , , , , ,invalid
a,d,f,v, , , , ,invalid
q,v,q,t,t,e,y, ,invalid
h,u,f,f,i,n,g, ,valid
i,r,i, , , , , ,invalid
h,y,o, , , , , ,invalid
k,c,y,w,j, , , ,invalid
b,x,q, , , , , ,invalid
f,r,e,e, , , , ,valid
i,f,f,f,o,y,y, ,invalid
q,q,t,r, , , , ,invalid
t,r,i,d,e,n,t, ,valid
f,h,y,p,t,u, , ,invalid
o,i,m,e, , , , ,invalid
f,u,d,s,g, , , ,invalid
y,q,m,h,i, , , ,invalid
g,r,o,u,n,d,e,d,valid
a,y,a, , , , , ,invalid
q,p,e, , , , , ,invalid
e,w,q,b, , , , ,invalid
i,e,t,v,e,c,a, ,invalid
o,x,d, , , , , ,invalid
w,r,i,t,h,e,d, ,valid
f,y,d, , , , , ,invalid
f,s,f,b,y, , , ,invalid
n,h,n,x,f, , , ,invalid
t,r,i,p,e, , , ,valid
c,i,t,a,d,e,l,s,valid
y,u,o,b,s, , , ,invalid
l,i,b,i,d,o, , ,valid
q,j,j,v, , , , ,invalid
p,l,d, , , , , ,invalid
q,b,o,h,u,h,n, ,invalid
a,l,l,g, , , , ,invalid
j,s,e,i,f,f,g, ,invalid
a,v,g,b,i, , , ,invalid
y,f,e,o, , , , ,invalid
a,c,i,d,i,t,y, ,valid
m,e,l,t,e,d, , ,valid
f,h,f,t,d, , , ,invalid
r,o,u,n,d, , , ,valid
f,o,x,n,e, , , ,invalid
j,l,g, , , , , ,invalid
n,j,n,f,m,j,i, ,invalid
x,o,n, , , , , ,invalid
a,u,d,i,t, , , ,valid
b,o,o,z,e,r,s, ,valid
a,n,d,r,o,g,e,n,valid
h,x,b,c,y, , , ,invalid
t,e,m,b,l,o,r,s,valid
w,e,f,t,s, , , ,valid
i,a,q,u,h,a,x, ,invalid
p,r,a,i,s,i,n,g,valid
i,e,g,u, , , , ,invalid
u,m,s,p,i, , , ,invalid
s,c,e,n,t,i,n,g,valid
e,p,o,c,h,a,l, ,valid
o,h,o,u,e,m, , ,invalid
a,s,p,h,a,l,t, ,valid
t,f,q,d,h, , , ,invalid
i,n,k,w,e,l,l, ,valid
j,u,r,l,c,x,r, ,invalid
p,p,n,b, , , , ,invalid
s,w,e,a,t,s, , ,valid
c,h,i,l,l,e,r,s,valid
t,x,p,l,k, , , ,invalid
v,y,a,k, , , , ,invalid
p,r,i,n,t, , , ,valid
f,h,q,k,p, , , ,invalid
t,h,u,d, , , , ,invalid
t,p,c,s,v,j,m, ,invalid
q,j,u,o,j,h,j, ,invalid
k,h,s,v,a,s, , ,invalid
p,r,o,c,u,r,e,r,valid
r,s,m,w,w, , , ,invalid
t,a,i, , , , , ,invalid
w,r,p,p,v, , , ,invalid
u,j,a,a,f,q, , ,invalid
w,w,x,h,t,a, , ,invalid
t,n,t, , , , , ,invalid
f,i,x,a,b,l,e, ,valid
s,e,q,u,e,l,s, ,valid
i,n,e,q,u,i,t,y,valid
b,d,g,t,a, , , ,invalid
t,p,h,k,o,m,f, ,invalid
w,r,i, , , , , ,invalid
u,i,n,x,g,k, , ,invalid
v,p,t,l, , , , ,invalid
q,u,r, , , , , ,invalid
g,o,l,a, , , , ,invalid
u,l,v,y,j,e, , ,invalid
e,c,h,o,s, , , ,valid
h,a,x,h,r, , , ,invalid
g,e,u,o,c,w, , ,invalid
a,l,l,i,a,n,c,e,valid
a,s,p,i,c,s, , ,valid
d,e,p,l,e,t,e,s,valid
y,h,v,f,q,k, , ,invalid
b,i,n,c, , , , ,invalid
j,f,y,e,f,j, , ,invalid
t,e,q,x,t,w, , ,invalid
d,x,s,c,b, , , ,invalid
t,a,b, , , , , ,valid
r,k,l, , , , , ,invalid
o,p,t,i,o,n,a,l,valid
c,o,a,l,e,d, , ,valid
l,q,e,x,p,b, , ,invalid
f,e,k,v, , , , ,invalid
d,r,i,v,e,s, , ,valid
r,g,y,y,x, , , ,invalid
i,n,g,r,a,i,n,s,valid
k,w,i,n,h,s,t, ,invalid
i,n,f,u,s,e,s, ,valid
l,e,a,f,l,e,t, ,valid
a,k,f,k,e,s,o, ,invalid
d,f,d,p,c, , , ,invalid
n,t,b,x, , , , ,invalid
s,t,r,a,i,n,s, ,valid
s,r,i,b,f,o, , ,invalid
t,u,t,o,r,s, , ,valid
g,f,s, , , , , ,invalid
b,a,s,e,m,e,n,t,valid
t,a,d, , , , , ,invalid
m,w,o,n,m, , , ,invalid
i,u,j,h, , , , ,invalid
s,i,s,l, , , , ,invalid
l,n,f,i,q, , , ,invalid
m,u,s, , , , , ,invalid
h,e,l,i,c,e,s, ,valid
l,e,s,s,o,r,s, ,valid
j,a,q, , , , , ,invalid
i,n,c,h, , , , ,valid
f,c,y,n, , , , ,invalid
g,l,n,h,d, , , ,invalid
h,m,u,g,c,t, , ,invalid
q,m,v,b,d,s,o, ,invalid
g,h,d,g,l,c, , ,invalid
r,g,c,o,c, , , ,invalid
d,i,p, , , , , ,valid
a,p,t,i,t,u,d,e,valid
c,c,i, , , , , ,invalid
r,i,c,h,e,r, , ,valid
t,h,u,n,d,e,r, ,valid
c,i,k, , , , , ,invalid
s,t,r,e,w, , , ,valid
v,a,m,y,t,j, , ,invalid
a,p,d,n,h, , , ,invalid
t,t,d,w,o,w,q, ,invalid
b,r,a,v,o, , , ,valid
t,a,b,s, , , , ,valid
x,n,s,y,j,i,y, ,invalid
v,j,j,u,m, , , ,invalid
s,l,e,u,n, , , ,invalid
q,g,d,b,m,k,e, ,invalid
p,q,u,u,v,w,g, ,invalid
e,v,u,x,m,g, , ,invalid
j,j,i, , , , , ,invalid
e,a,g,n, , , , ,invalid
v,k,x,l,x, , , ,invalid
i,a,g,c,h,w,c, ,invalid
a,i,r,h,e,a,d, ,valid
l,t,a,q,i, , , ,invalid
m,a,n,n,e,d, , ,valid
m,e,a,d,o,w,s, ,valid
t,x,s,s,e,j, , ,invalid
d,n,c,l,a,b, , ,invalid
e,p,d,y,n,t,n, ,invalid
s,t,a,t,u,e, , ,valid
q,d,l, , , , , ,invalid
m,i,n,u,t,e,l,y,valid
r,d,p, , , , , ,invalid
u,n,m,a,k,i,n,g,valid
b,u,r,i,a,l, , ,valid
o,h,a,w,p,r, , ,invalid
c,o,q,u,e,t,t,e,valid
m,l,n,r,g, , , ,invalid
i,w,o,x,l,n, , ,invalid
h,v,f, , , , , ,invalid
x,x,v,d,f,u,f, ,invalid
e,a,y,i,q, , , ,invalid
m,s,m, , , , , ,invalid
o,u,c,m, , , , ,invalid
f,l,u,n,k,e,y, ,valid
b,g,d,y, , , , ,invalid
e,n,u,b,b, , , ,invalid
e,k,c,c,c,c, , ,invalid
o,v,e,r,s,a,w, ,valid
l,y,x, , , , , ,invalid
d,e,c,o,y,s, , ,valid
w,i,t,h,i,n, , ,valid
g,u,t,s,y, , , ,valid
l,s,c,n,p,g,o, ,invalid
n,a,o,p, , , , ,invalid
s,n,u,t,c,t,i, ,invalid
x,o,n,c,b,n, , ,invalid
l,r,u,s,q,c,o, ,invalid
u,t,r,y, , , , ,invalid
k,x,a, , , , , ,invalid
e,l,m,j,x,l, , ,invalid
k,e,m,u,r,i, , ,valid
h,u,r,d,l,e,s, ,valid
a,n,t,e,d, , , ,valid
n,h,k,k,k, , , ,invalid
f,a,t,h,e,r,e,d,valid
d,e,e,j,a,y,s, ,valid
y,j,r,n,f, , , ,invalid
c,r,a,d,l,e,s, ,valid
s,p,t,d,a,i, , ,invalid
e,v,k,j,t, , , ,invalid
k,x,g,m, , , , ,invalid
u,s,x, , , , , ,invalid
i,b,q,y, , , , ,invalid
j,x,k,j,h,j,k, ,invalid
s,q,v,k, , , , ,invalid
u,c,n,o,a,i, , ,invalid
l,f,i,p,a,s,t, ,invalid
t,o,d,d,l,e,s, ,valid
n,o,e,l, , , , ,valid
j,p,d,u,i,e,m, ,invalid
r,n,a,a,a, , , ,invalid
h,y,n,i, , , , ,invalid
s,y,s,t,e,m, , ,valid
s,l,e,w,i,n,g, ,valid
c,h,y, , , , , ,invalid
l,a,u,d,i,n,g, ,valid
c,o,n,t,a,i,n, ,valid
h,v,e,n,q,e, , ,invalid
g,v,i,q,b, , , ,invalid
m,a,d,r,a,s,s,a,valid
b,t,h,l,a,v,q, ,invalid
t,c,b,x,n, , , ,invalid
r,h,a,q,l, , , ,invalid
s,h,i,e,l,d,e,d,valid
f,q,u,n,t,p,i, ,invalid
h,a,a,u,c, , , ,invalid
p,l,l,g,k,m, , ,invalid
t,u,v,s,l, , , ,invalid
q,l,w,e, , , , ,invalid
k,d,x,n,f,r, , ,invalid
c,o,k,y,g, , , ,invalid
s,w,a,t,t,e,r, ,valid
g,h,l,p,i, , , ,invalid
w,h,i,f,f,i,n,g,valid
t,d,i,r, , , , ,invalid
t,n,t, , , , , ,invalid
m,e,v,a,i, , , ,invalid
t,u,r,r,e,t,s, ,valid
e,s,s,a,y, , , ,valid
b,k,n, , , , , ,invalid
c,o,r,n,e,a,s, ,valid
x,y,l,l,d, , , ,invalid
q,v,h,u, , , , ,invalid
n,m,w, , , , , ,invalid
e,r,r,a,n,d, , ,valid
m,f,u,j, , , , ,invalid
c,f,p,u,i,l,s, ,invalid
l,s,x,b, , , , ,invalid
u,p,b,r,a,i,d, ,valid
g,i,a,n,t,s, , ,valid
f,i,l,c,h,e,d, ,valid
u,p,s,c,a,l,e, ,valid
c,d,b,v, , , , ,invalid
u,n,a,b,a,t,e,d,valid
h,e,a,r,t,h,s, ,valid
e,d,r,n,r,d,o, ,invalid
q,u,a,l,m,c, , ,invalid
f,q,x,x,i,p, , ,invalid
e,f,p,b,o,o,s, ,invalid
r,j,d, , , , , ,invalid
n,o,b,i,l,i,t,y,valid
d,w,k,a, , , , ,invalid
n,w,x,p,a,j,c, ,invalid
m,u,s,i,n,g, , ,valid
s,i,t,q,b,d, , ,invalid
r,e,s,i,n,o,u,s,valid
h,b,i,i, , , , ,invalid
u,n,t,i,e, , , ,valid
s,t,e,p,s,o,n,s,valid
h,i,g,h,b,a,l,l,valid
l,e,x,i,c,a, , ,valid
g,j,p,c,l, , , ,invalid
s,u,r,v,i,v,a,l,valid
t,e,n,d,s, , , ,valid
i,s,d,d,v,l,u, ,invalid
q,g,v,y,q,o, , ,invalid
m,n,a,d,k,l, , ,invalid
j,a,n,g,l,e, , ,valid
k,j,g,q,a, , , ,invalid
a,m,w,j, , , , ,invalid
d,n,o,o,o,w, , ,invalid
x,s,m,h,f,s,v, ,invalid
m,v,n,k,y,x, , ,invalid
i,u,r,d,a,e, , ,invalid
r,g,i,k,w,t, , ,invalid
r,e,t,w,e,e,t,s,valid
g,q,y,v,j,j, , ,invalid
b,r,o,g,a,n,s, ,valid
c,o,y,e,r, , , ,valid
s,i,m,p,l,i,f,y,valid
g,f,v,c,b,d, , ,invalid
h,a,n,g,s, , , ,valid
b,e,a,n, , , , ,valid
g,o,d,l,y, , , ,valid
m,t,x,a,b,l, , ,invalid
c,l,a,m,p, , , ,valid
x,c,h, , , , , ,invalid
x,q,t,h, , , , ,invalid
d,e,v,i,o,u,s, ,valid
s,h,u,s,h,e,d, ,valid
s,c,p,j,c,i,y, ,invalid
p,b,k,n,l, , , ,invalid
b,e,t,i,d,e,s, ,valid
e,y,t,s, , , , ,invalid
r,x,x,m,c, , , ,invalid
t,a,c,s,o, , , ,invalid
c,n,t,t,n, , , ,invalid
x,j,s,v, , , , ,invalid
o,q,t,h,v,p,a, ,invalid
u,h,b,j,y,f,s, ,invalid
n,f,w,y,c, , , ,invalid
d,m,i,r,m,q, , ,invalid
w,a,f,t,i,n,g, ,valid
b,i,k,e, , , , ,valid
d,i,s,h,e,v,e,l,valid
h,a,l,v,e, , , ,valid
n,a,r,a,b,i,n,i,valid
g,j,j,m, , , , ,invalid
y,f,f,g,f,x,b, ,invalid
d,w,i,n,d,l,e,d,valid
v,i,n,e, , , , ,valid
k,h,c, , , , , ,invalid
f,o,t, , , , , ,invalid
y,c,o,o,e, , , ,invalid
x,p,d, , , , , ,invalid
d,r,r,h,t, , , ,invalid
p,t,w,j,j,p, , ,invalid
t,a,i,f,u,u, , ,valid
t,r,i,c,k,e,d, ,valid
t,r,e,a,c,l,e, ,valid
p,x,y,a,i,b,n, ,invalid
n,f,v,n,e,j, , ,invalid
p,a,d,d,e,d, , ,valid
h,i,i,n,g,w, , ,invalid
v,d,k,m,u, , , ,invalid
c,n,h, , , , , ,invalid
m,a,p,s, , , , ,valid
d,i,n,k,i,e,r, ,valid
d,w,h,t, , , , ,invalid
w,h,i,n,e,d, , ,valid
t,n,a,h, , , , ,invalid
e,x,n,f,r,e,h, ,invalid
g,b,b,n,v,a, , ,invalid
h,e,a,d,g,e,a,r,valid
s,e,c, , , , , ,invalid
g,y,p,p,e,d, , ,valid
s,p,u,n,k,i,e,r,valid
o,s,c, , , , , ,invalid
g,f,p,f,r, , , ,invalid
i,r,i, , , , , ,invalid
l,m,q,x,f,h,v, ,invalid
h,e,m,m,e,d, , ,valid
i,q,o,c,a,i, , ,invalid
o,v,g,s,g,s,a, ,invalid
s,p,o,r,t,i,v,e,valid
f,n,v, , , , , ,invalid
u,n,p,s, , , , ,invalid
b,o,o,t,l,e,g, ,valid
y,y,y,i,i, , , ,invalid
n,u,m,b,e,s,t, ,valid
t,r,f,x, , , , ,invalid
h,k,w,g,i,o,m, ,invalid
t,r,u,e,s, , , ,valid
b,a,r,g,a,i,n,s,valid
p,r,e,m,i,s,e,s,valid
u,w,w,g,j,u, , ,invalid
j,q,j,t,f,n,r, ,invalid
u,i,t,k,o,x, , ,invalid
d,x,r,l, , , , ,invalid
c,o,f,f,e,e, , ,valid
y,a,y,p,d,q, , ,invalid
g,a,s,g,q, , , ,invalid
b,x,r,x,p,u, , ,invalid
r,c,j,p, , , , ,invalid
f,e,n,c,e,d, , ,valid
f,x,p,a,f,m, , ,invalid
m,o,o,f, , , , ,invalid
d,j,a,c,v,k, , ,invalid
w,h,i,a,e,d,m, ,invalid
k,q,j,p, , , , ,invalid
x,k,r,a, , , , ,invalid
v,q,v,j,v,r,d, ,invalid
w,i,d,e,n,i,n,g,valid
u,k,c,b,g,j,i, ,invalid
c,u,r,t,s,e,y,s,valid
a,y,m,d,k, , , ,invalid
f,i,k,i, , , , ,invalid
s,u,c,c,o,r,s, ,valid
v,v,u,a,k, , , ,invalid
b,a,d,n,e,s,s, ,valid
j,n,j,u, , , , ,invalid
w,t,l,j,b,i,d, ,invalid
q,u,a,s,h,e,d, ,valid
p,r,o,b,i,n,g, ,valid
e,j,g,n,r, , , ,invalid
n,w,q,m,e,q,w, ,invalid
i,h,h,n,v,t,c, ,invalid
g,r,i,l,l,e,d, ,valid
a,n,q,h,j, , , ,invalid
f,r,a,g,r,a,n,t,valid
b,r,e,t, , , , ,invalid
f,e,s,k, , , , ,invalid
f,r,v,y,q,r,a, ,invalid
t,i,r,e,s,o,m,e,valid
h,o,s,i,e,r,y, ,valid
p,f,v,n, , , , ,invalid
b,e,e,d, , , , ,invalid
i,r,b,q, , , , ,invalid
g,r,i,p, , , , ,valid
i,n,t,r,u,s,t,s,valid
w,o,l,f,i,n,g, ,valid
i,v,k,x,m,q, , ,invalid
b,i,d,s, , , , ,valid
s,i,g,n,e,d, , ,valid
d,e,e,m,s, , , ,valid
c,c,r,s,x,n,b, ,invalid
w,j,w,f,n, , , ,invalid
t,r,e,a,d,l,e,s,valid
p,a,i,l,f,u,l,s,valid
m,i,l,q, , , , ,invalid
u,b,h,r,j, , , ,invalid
o,b,a, , , , , ,valid
v,s,c,x,l, , , ,invalid
y,m,x, , , , , ,invalid
o,y,y,x, , , , ,invalid
w,d,j, , , , , ,invalid
s,i,q, , , , , ,invalid
c,t,x, , , , , ,invalid
l,i,v,i,n,g, , ,valid
d,r,i,n,k,i,n,g,valid
y,l,u,w,x,h, , ,invalid
w,e,o,g, , , , ,invalid
b,n,j,l,s, , , ,invalid
l,h,h,d,c,b,x, ,invalid
v,k,v,v,j,a, , ,invalid
h,p,o, , , , , ,invalid
s,w,t, , , , , ,invalid
k,t,d,u,t,b, , ,invalid
f,l,y,e,r, , , ,valid
w,a,c,b,l, , , ,invalid
j,y,e,p,b, , , ,invalid
x,y,x,u,n, , , ,invalid
f,y,d,r,h, , , ,invalid
s,t,i,n,g,i,e,r,valid
w,n,d,i,b, , , ,invalid
s,c,a,r,c,i,t,y,valid
o,r,a,t,o,r, , ,valid
u,w,l, , , , , ,invalid
a,b,m,i,o,p,w, ,invalid
w,o,r,m,e,d, , ,valid
o,c,t,a,g,o,n, ,valid
h,b,w, , , , , ,invalid
i,r,a,s, , , , ,invalid
l,e,a,n, , , , ,valid
d,e,a,f,e,s,t, ,valid
m,w,y, , , , , ,invalid
u,b,h, , , , , ,invalid
l,b,y,s,x, , , ,invalid
x,p,n, , , , , ,invalid
m,a,i,l,i,n,g,s,valid
k,g,m,c,f,p,k, ,invalid
t,v,g, , , , , ,invalid
f,i,s,h,y, , , ,valid
b,i,d,e,t, , , ,valid
o,c,i,x,k, , , ,invalid
s,h,a,h,s, , , ,valid
b,r,e,a,t,h,y, ,valid
i,y,q,m,q,b,u, ,invalid
t,a,b,u,l,a,t,e,valid
m,o,n,i,t,o,r,s,valid
t,f,x,v,u, , , ,invalid
a,o,u,d, , , , ,invalid
m,o,o,q,y, , , ,invalid
b,o,r,n,e, , , ,valid
w,e,l,t,e,r,e,d,valid
c,u,c,k,o,o,s, ,valid
p,w,i, , , , , ,invalid
b,g,l,j, , , , ,invalid
q,c,n,j,g,h, , ,invalid
f,v,t,q,v,n,b, ,invalid
r,a,t,u,q,j,k, ,invalid
j,t,k,e,h,g, , ,invalid
d,u,l,l,e,s,t, ,valid
b,o,u,t,i,q,u,e,valid
o,w,c,y,w, , , ,invalid
f,x,t,y,l, , , ,invalid
d,p,t, , , , , ,invalid
d,o,w,n,i,n,g, ,valid
i,a,u,f,h, , , ,invalid
p,h,l,o,e,m, , ,valid
p,r,p, , , , , ,invalid
o,e,t,b,l,f, , ,invalid
b,r,w, , , , , ,invalid
p,o,f, , , , , ,invalid
v,v,v,w, , , , ,invalid
t,y,p,h, , , , ,invalid
s,e,d,u,c,e, , ,valid
v,g,d,m,m,s, , ,invalid
y,j,q,g,c,d,k, ,invalid
b,r,o,o,d,i,n,g,valid
b,e,v,e,l,e,d, ,valid
g,e,n,e,r,i,c, ,valid
p,l,u,n,g,e,r, ,valid
e,b,h, , , , , ,invalid
c,r,a,c,k,l,y, ,valid
t,o,a,s,t,y, , ,valid
y,l,q,t,g,c, , ,invalid
u,u,c,j,j,i, , ,invalid
c,o,n,s,e,r,v,e,valid
p,a,t,e,n,t,e,d,valid
c,o,d,i,c,i,l, ,valid
p,l,s, , , , , ,invalid
a,b,b,e,s,s,e,s,valid
s,a,n,d,e,r,s, ,valid
s,l,a,c,k,e,r,s,valid
h,k,p,k,v,o,e, ,invalid
c,i,c, , , , , ,invalid
e,x,i,l,e,d, , ,valid
v,i,f,m,n,o, , ,invalid
y,o,o,j,f,t, , ,invalid
b,e,t,t,e,r,e,d,valid
e,x,h,u,m,i,n,g,valid
c,h,m,o,j, , , ,invalid
d,e,f,i,e,s, , ,valid
x,k,i,p, , , , ,invalid
e,e,a,p, , , , ,invalid
t,h,u,g, , , , ,valid
t,h,r,u,m,s, , ,valid
c,w,k,o,r,f, , ,invalid
d,i,r,k, , , , ,valid
t,r,a,v,e,l,e,r,valid
l,k,v,n, , , , ,invalid
f,l,a,n,k, , , ,valid
w,h,i,t,i,s,h, ,valid
a,p,p,a,l,l,s, ,valid
o,i,k,g,k,w,t, ,invalid
e,q,l,i,y,n,p, ,invalid
t,o,u,s,l,i,n,g,valid
b,r,i,d,g,e, , ,valid
c,l,a,c,k,i,n,g,valid
y,q,q,g, , , , ,invalid
a,w,v,j,a,w, , ,invalid
f,v,c,d,o,i,o, ,invalid
l,i,v,e,d, , , ,valid
n,p,s,i,g,j, , ,invalid
s,u,p,c,l,q,b, ,invalid
u,m,h, , , , , ,invalid
i,x,j,g,l,e,y, ,invalid
m,o,s,s, , , , ,valid
d,u,c,v, , , , ,invalid
c,l,a,n,s, , , ,valid
m,e,s,s,i,n,g, ,valid
y,r,d,k, , , , ,invalid
l,j,j,b, , , , ,invalid
s,i,s,t,e,r,s, ,valid
g,l,o,g,f,i, , ,invalid
f,l,e,x,i,n,g, ,valid
p,h,o,x, , , , ,invalid
d,j,b,v,g, , , ,invalid
q,o,u,x, , , , ,invalid
i,y,q,c,v,t, , ,invalid
w,a,r,t,y, , , ,valid
i,l,i,r, , , , ,invalid
c,e,l,i,b,a,t,e,valid
a,c,t,t, , , , ,invalid
w,e,i,r, , , , ,valid
c,d,d,v, , , , ,invalid
g,s,p,u, , , , ,invalid
o,l,g,f,g, , , ,invalid
s,l,e,a,z,i,e,r,valid
f,q,i,i, , , , ,invalid
p,i,m, , , , , ,invalid
c,o,n,d,o,r,s, ,valid
c,o,l,l,i,e,s, ,valid
n,i,s,n,b, , , ,invalid
i,s,u, , , , , ,valid
n,o,n,s,t,i,c,k,valid
l,a,m,e,d, , , ,valid
c,n,i,w, , , , ,invalid
x,p,r,s,q, , , ,invalid
a,d,x,r,o,p,s, ,invalid
f,a,j,t,m,x,j, ,invalid
f,l,a,m,e,d, , ,valid
d,u,c,k,b,i,l,l,valid
y,f,a,q,m,i,s, ,invalid
h,a,l,e,d, , , ,valid
m,a,r,c,h,e,d, ,valid
y,f,g,q,h,f, , ,invalid
f,l,e,e,t,e,r, ,valid
k,j,x,w,p,d, , ,invalid
s,x,w,j,p,q, , ,invalid
t,r,u,s,t,y, , ,valid
g,w,e, , , , , ,invalid
f,u,d,d,l,i,n,g,valid
a,x,s,h, , , , ,invalid
w,o,m, , , , , ,invalid
d,h,n,t,b, , , ,invalid
m,a,w,s, , , , ,invalid
f,r,a,n,k,e,s,t,valid
n,p,n,p,t,k,j, ,invalid
p,n,v,i, , , , ,invalid
o,f,g,e,g,q,l, ,invalid
c,h,o,r,t,l,e,s,valid
e,t,o,m,k, , , ,invalid
s,t,a,m,e,n, , ,valid
q,u,q, , , , , ,invalid
h,e,a,r,t,h, , ,valid
b,u,n,i,o,n, , ,valid
b,l,e,e,p,s, , ,valid
k,e,j, , , , , ,invalid
r,v,i,c,j,l,e, ,invalid
s,i,t,e, , , , ,valid
b,a,b,i,e,d, , ,valid
q,y,j,n, , , , ,invalid
d,i,v,e,r,g,e,s,valid
a,m,i,d,s,t, , ,valid
e,v,h,i,t,y,v, ,invalid
o,t,r, , , , , ,invalid
a,e,l,w,p, , , ,invalid
e,x,d, , , , , ,invalid
g,a,e,h,t,k, , ,invalid
u,d,l,m, , , , ,invalid
c,r,a,y,o,n,e,d,valid
w,f,d,y, , , , ,invalid
f,l,y, , , , , ,invalid
s,a,d,d,e,n,s, ,valid
r,e,b,o,u,n,d,s,valid
o,o,p,c, , , , ,invalid
g,m,f,u,w,h,k, ,invalid
t,d,f,k, , , , ,invalid
e,p,i,s,o,d,e,s,valid
x,k,s,l,m,l,g, ,invalid
a,m,p,u,l,s, , ,valid
l,o,c,a,t,i,o,n,valid
m,c,d,k,h, , , ,invalid
s,u,c,c,u,m,b,s,valid
x,c,i, , , , , ,invalid
g,e,h,v,q, , , ,invalid
a,n,w,n,o,d,y, ,invalid
q,c,m,h,y, , , ,invalid
f,y,g,n, , , , ,invalid
m,o,t,i,l,i,t,y,valid
l,o,q,a,g,o, , ,invalid
s,c,u,t,t,l,e, ,valid
e,y,e,b,a,l,l, ,valid
q,r,l,j,k, , , ,invalid
b,i,v,j,m,o,k, ,invalid
d,o,i,s,m,q,h, ,invalid
r,x,t,b, , , , ,invalid
a,a,w,q,k,n, , ,invalid
b,i,w, , , , , ,invalid
c,n,p,m,s,s, , ,invalid
a,d,o,b,e,s, , ,valid
