char01,char02,char03,char04,char05,char06,char07,char08,prediction
c,y,p,*,*,*,*,*,invalid
a,o,m,k,n,f,o,*,invalid
r,l,l,h,*,*,*,*,invalid
g,r,e,e,n,i,n,g,valid
a,l,t,a,r,*,*,*,valid
j,o,r,*,*,*,*,*,invalid
f,q,y,r,j,m,*,*,invalid
p,r,e,y,i,n,g,*,valid
i,p,c,x,h,a,*,*,invalid
w,l,o,x,q,s,l,*,invalid
j,u,v,g,a,w,q,*,invalid
f,i,o,y,*,*,*,*,invalid
s,o,o,*,*,*,*,*,invalid
t,r,u,c,k,e,r,*,valid
x,j,w,q,o,p,*,*,invalid
f,h,x,p,u,i,*,*,invalid
w,h,r,*,*,*,*,*,invalid
d,k,y,c,*,*,*,*,invalid
l,a,y,m,g,q,f,*,invalid
o,r,i,f,i,c,e,s,valid
t,o,o,t,e,d,*,*,valid
h,o,v,*,*,*,*,*,invalid
g,n,q,a,l,d,*,*,invalid
k,w,m,*,*,*,*,*,invalid
a,r,m,a,m,e,n,t,valid
e,u,v,*,*,*,*,*,invalid
m,o,n,g,o,o,s,e,valid
e,j,e,*,*,*,*,*,invalid
a,c,r,i,m,o,n,y,valid
m,o,r,o,s,e,l,y,valid
a,l,c,f,c,*,*,*,invalid
h,a,y,s,e,e,d,*,valid
r,u,d,d,y,*,*,*,valid
a,j,b,j,h,o,c,*,invalid
k,r,x,k,g,v,k,*,invalid
p,h,b,a,*,*,*,*,invalid
i,d,x,d,*,*,*,*,invalid
n,i,g,g,a,*,*,*,valid
q,g,k,u,e,*,*,*,invalid
g,n,l,*,*,*,*,*,invalid
x,a,t,s,*,*,*,*,invalid
q,c,m,*,*,*,*,*,invalid
q,u,k,m,d,*,*,*,invalid
h,q,p,h,d,u,l,*,invalid
t,s,h,*,*,*,*,*,invalid
t,x,q,u,g,p,*,*,invalid
e,t,q,m,*,*,*,*,invalid
p,r,a,i,s,i,n,g,valid
b,r,i,s,k,l,y,*,valid
q,x,q,k,q,*,*,*,invalid
m,y,y,l,e,s,*,*,invalid
v,e,w,n,j,i,*,*,invalid
d,r,e,d,g,i,n,g,valid
x,y,u,m,x,m,*,*,invalid
r,e,v,o,k,e,d,*,valid
e,a,r,l,i,e,r,*,valid
a,v,g,w,*,*,*,*,invalid
h,t,b,*,*,*,*,*,invalid
j,i,o,u,*,*,*,*,invalid
b,t,b,w,*,*,*,*,invalid
e,o,k,x,h,n,e,*,invalid
y,n,h,*,*,*,*,*,invalid
v,t,m,e,r,w,*,*,invalid
g,r,a,p,p,l,e,d,valid
d,e,l,d,k,*,*,*,invalid
r,e,p,r,i,s,a,l,valid
c,o,p,t,x,o,*,*,invalid
a,l,f,e,r,*,*,*,invalid
r,b,a,*,*,*,*,*,invalid
q,h,h,r,c,p,r,*,invalid
h,j,o,x,*,*,*,*,invalid
s,a,s,s,i,e,r,*,valid
h,n,s,n,v,i,*,*,invalid
x,r,g,f,l,*,*,*,invalid
c,e,n,t,e,r,e,d,valid
o,m,t,y,a,*,*,*,invalid
i,c,e,f,m,l,d,*,invalid
g,a,m,u,t,s,*,*,valid
m,e,w,*,*,*,*,*,invalid
g,s,n,b,*,*,*,*,invalid
q,p,n,f,n,*,*,*,invalid
t,h,o,*,*,*,*,*,valid
b,p,f,p,x,*,*,*,invalid
f,l,y,b,y,*,*,*,valid
s,e,r,e,r,*,*,*,valid
t,q,m,j,x,*,*,*,invalid
k,d,k,x,q,*,*,*,invalid
p,l,a,n,t,i,n,g,valid
f,j,r,u,h,*,*,*,invalid
s,q,u,a,d,r,o,n,valid
q,p,f,*,*,*,*,*,invalid
b,o,w,l,e,r,*,*,valid
p,e,l,a,g,i,c,*,valid
m,i,l,l,r,a,c,e,valid
g,r,i,p,s,*,*,*,valid
n,l,i,h,e,*,*,*,invalid
o,u,t,s,e,l,l,*,valid
l,h,b,*,*,*,*,*,invalid
x,k,m,i,g,h,i,*,invalid
q,e,d,s,l,p,*,*,invalid
d,r,o,p,o,u,t,*,valid
h,n,n,n,*,*,*,*,invalid
w,i,n,c,h,*,*,*,valid
i,o,y,y,*,*,*,*,invalid
r,a,j,q,t,h,*,*,invalid
i,m,p,l,y,*,*,*,valid
e,p,k,j,*,*,*,*,invalid
p,a,c,k,a,g,e,s,valid
w,q,n,s,*,*,*,*,invalid
r,o,u,g,h,e,s,t,valid
t,g,j,*,*,*,*,*,invalid
o,r,b,i,t,a,l,s,valid
s,p,o,r,r,a,n,*,valid
v,d,d,*,*,*,*,*,invalid
e,a,n,v,m,w,v,*,invalid
m,u,f,t,a,i,*,*,invalid
o,a,o,*,*,*,*,*,invalid
q,f,a,l,v,*,*,*,invalid
p,l,e,a,t,*,*,*,valid
b,u,s,h,m,e,n,*,valid
n,d,o,c,u,g,*,*,invalid
m,y,a,w,r,a,*,*,invalid
m,o,o,e,d,*,*,*,valid
o,p,l,c,*,*,*,*,invalid
t,r,e,k,*,*,*,*,valid
g,r,o,p,i,n,g,*,valid
a,j,g,v,g,q,*,*,invalid
e,w,c,f,k,*,*,*,invalid
a,w,l,k,*,*,*,*,invalid
e,j,x,*,*,*,*,*,invalid
p,k,b,*,*,*,*,*,invalid
p,l,u,m,b,e,d,*,valid
j,j,i,*,*,*,*,*,invalid
f,m,h,m,*,*,*,*,invalid
f,e,h,*,*,*,*,*,invalid
s,p,a,s,t,i,c,*,valid
g,c,o,e,d,p,a,*,invalid
f,g,h,f,v,q,o,*,invalid
k,t,r,g,*,*,*,*,invalid
h,e,r,d,*,*,*,*,valid
k,l,j,w,b,t,p,*,invalid
d,k,k,c,g,i,*,*,invalid
o,r,y,d,o,j,*,*,invalid
l,l,r,u,m,*,*,*,invalid
w,s,h,c,*,*,*,*,invalid
f,p,n,y,*,*,*,*,invalid
p,s,j,v,*,*,*,*,invalid
c,o,n,q,u,e,r,s,valid
l,e,n,i,e,n,t,*,valid
t,w,u,r,k,v,*,*,invalid
a,u,k,u,s,k,*,*,invalid
b,r,a,w,l,i,n,g,valid
i,v,s,*,*,*,*,*,invalid
s,o,y,b,e,a,n,*,valid
m,e,n,a,c,e,s,*,valid
c,r,o,c,k,e,r,y,valid
p,e,r,i,l,i,n,g,valid
f,l,a,n,k,i,n,g,valid
u,s,j,o,x,c,*,*,invalid
k,k,w,n,v,r,*,*,invalid
p,a,n,t,r,i,e,s,valid
p,t,w,i,l,*,*,*,invalid
b,n,e,a,*,*,*,*,invalid
e,c,i,*,*,*,*,*,invalid
l,a,p,e,l,*,*,*,valid
p,t,v,b,*,*,*,*,invalid
g,r,o,p,e,d,*,*,valid
o,k,t,x,*,*,*,*,invalid
b,i,t,c,o,i,n,s,valid
a,l,l,e,r,g,y,*,valid
h,d,x,o,r,*,*,*,invalid
q,e,q,*,*,*,*,*,invalid
d,m,n,j,*,*,*,*,invalid
c,a,n,a,r,y,*,*,valid
p,e,r,i,g,e,e,*,valid
o,f,e,v,i,*,*,*,invalid
f,l,o,e,*,*,*,*,valid
n,e,b,u,l,a,*,*,valid
c,p,u,i,*,*,*,*,invalid
g,w,u,i,m,*,*,*,invalid
i,c,y,*,*,*,*,*,invalid
e,p,i,t,h,e,t,*,valid
c,a,r,v,i,n,g,s,valid
g,g,a,e,n,*,*,*,invalid
p,o,s,s,e,s,s,*,valid
i,g,n,o,b,l,y,*,valid
k,h,e,n,*,*,*,*,invalid
n,h,a,*,*,*,*,*,invalid
s,h,o,w,e,d,*,*,valid
d,i,c,i,e,s,t,*,valid
k,n,v,*,*,*,*,*,invalid
b,y,e,t,r,*,*,*,invalid
n,d,h,*,*,*,*,*,invalid
c,m,x,h,c,q,*,*,invalid
h,h,m,g,f,l,*,*,invalid
f,e,y,p,q,*,*,*,invalid
t,e,r,r,a,c,e,*,valid
j,u,k,e,b,o,x,*,valid
p,d,n,*,*,*,*,*,invalid
y,a,m,s,*,*,*,*,valid
s,a,l,l,i,e,d,*,valid
a,d,o,q,n,r,*,*,invalid
r,e,a,s,s,e,r,t,valid
t,r,i,f,l,e,r,s,valid
e,w,a,*,*,*,*,*,invalid
x,e,c,k,u,d,*,*,invalid
q,s,p,q,*,*,*,*,invalid
h,k,q,i,*,*,*,*,invalid
k,k,o,h,*,*,*,*,invalid
q,p,u,g,m,*,*,*,invalid
u,b,f,*,*,*,*,*,invalid
s,t,r,e,a,m,e,d,valid
d,u,e,*,*,*,*,*,valid
c,i,n,u,d,*,*,*,invalid
k,l,d,j,w,*,*,*,invalid
n,v,j,e,g,*,*,*,invalid
v,t,r,y,*,*,*,*,invalid
f,r,u,c,t,o,s,e,valid
j,l,k,*,*,*,*,*,invalid
v,j,f,p,x,*,*,*,invalid
s,b,u,p,v,g,b,*,invalid
y,e,x,*,*,*,*,*,invalid
d,m,m,u,y,d,j,*,invalid
t,u,f,t,i,n,g,*,valid
j,s,h,i,*,*,*,*,invalid
q,w,g,c,c,e,*,*,invalid
u,u,a,m,*,*,*,*,invalid
b,r,o,w,n,i,n,g,valid
f,e,b,r,x,*,*,*,invalid
s,y,n,o,n,y,m,*,valid
i,t,c,h,i,n,g,*,valid
u,n,d,e,r,g,o,*,valid
r,x,o,e,*,*,*,*,invalid
m,o,c,k,i,n,g,*,valid
s,c,m,h,o,v,t,*,invalid
h,y,f,n,*,*,*,*,invalid
s,h,u,y,l,w,*,*,invalid
a,d,a,m,a,n,t,*,valid
t,g,p,b,j,k,p,*,invalid
h,e,l,p,l,e,s,s,valid
i,m,p,e,n,d,e,d,valid
j,p,f,n,e,*,*,*,invalid
j,k,i,m,u,*,*,*,invalid
i,n,e,r,t,*,*,*,valid
t,a,d,s,*,*,*,*,valid
c,o,n,c,e,r,t,i,valid
p,a,y,e,r,s,*,*,valid
i,w,o,*,*,*,*,*,invalid
a,m,n,d,g,m,*,*,invalid
d,x,u,*,*,*,*,*,invalid
i,j,l,n,m,y,g,*,invalid
a,s,s,o,r,t,s,*,valid
o,x,k,a,e,*,*,*,invalid
c,w,n,s,h,p,*,*,invalid
u,c,u,t,g,d,a,*,invalid
s,m,i,t,t,e,n,*,valid
b,c,b,c,k,m,*,*,invalid
s,m,u,t,t,i,e,r,valid
o,c,m,j,x,l,u,*,invalid
i,g,r,k,*,*,*,*,invalid
a,m,p,l,i,f,y,*,valid
l,o,a,m,y,*,*,*,valid
e,j,u,o,u,o,k,*,invalid
m,q,a,i,x,*,*,*,invalid
x,t,h,s,q,r,e,*,invalid
x,q,s,*,*,*,*,*,invalid
c,h,a,l,k,y,*,*,valid
s,e,e,d,*,*,*,*,valid
m,a,i,l,m,a,n,*,valid
i,t,e,*,*,*,*,*,invalid
k,i,n,g,d,o,m,*,valid
d,r,i,e,r,s,*,*,valid
w,q,e,t,f,*,*,*,invalid
i,b,l,*,*,*,*,*,invalid
x,h,u,t,e,*,*,*,invalid
d,m,v,r,x,m,n,*,invalid
o,v,e,r,f,u,l,l,valid
c,h,i,t,*,*,*,*,valid
s,a,m,p,l,e,s,*,valid
v,i,o,l,i,s,t,s,valid
c,i,r,c,l,e,t,s,valid
e,a,m,y,m,o,t,*,invalid
m,c,q,j,u,*,*,*,invalid
s,n,i,p,e,r,*,*,valid
s,h,a,r,i,a,*,*,valid
b,a,s,i,n,*,*,*,valid
m,t,q,h,x,*,*,*,invalid
u,s,r,v,j,q,i,*,invalid
l,u,b,f,*,*,*,*,invalid
s,e,s,s,i,o,n,s,valid
l,n,e,*,*,*,*,*,invalid
w,a,r,p,e,d,*,*,valid
x,b,y,*,*,*,*,*,invalid
g,i,c,o,*,*,*,*,invalid
h,t,e,*,*,*,*,*,invalid
s,e,e,t,h,e,s,*,valid
p,b,f,r,b,j,f,*,invalid
a,d,m,r,d,a,r,*,invalid
c,s,l,*,*,*,*,*,invalid
t,o,k,e,d,*,*,*,valid
b,e,s,e,t,s,*,*,valid
a,p,h,e,l,i,o,n,valid
o,b,e,y,s,*,*,*,valid
r,w,r,x,g,u,*,*,invalid
r,a,p,i,d,e,s,t,valid
d,h,e,*,*,*,*,*,invalid
e,p,m,f,*,*,*,*,invalid
g,h,t,u,k,v,t,*,invalid
j,u,n,g,l,e,s,*,valid
o,x,t,*,*,*,*,*,invalid
s,a,m,b,a,e,d,*,valid
x,w,i,w,s,w,*,*,invalid
j,h,i,y,i,*,*,*,invalid
r,e,c,l,u,s,e,*,valid
q,u,i,r,k,i,e,r,valid
a,b,o,u,n,d,*,*,valid
r,o,b,o,t,i,c,s,valid
p,d,q,m,h,d,s,*,invalid
f,r,y,y,*,*,*,*,invalid
u,r,n,s,*,*,*,*,valid
y,c,l,x,d,f,*,*,invalid
c,k,v,x,d,f,*,*,invalid
f,o,r,a,g,e,r,*,valid
i,n,t,a,g,l,i,*,valid
f,c,e,b,k,e,*,*,invalid
j,w,q,w,b,*,*,*,invalid
j,l,s,r,d,e,*,*,invalid
u,i,r,e,*,*,*,*,invalid
g,r,a,s,p,i,n,g,valid
u,j,h,j,r,i,*,*,invalid
b,r,o,k,e,*,*,*,valid
i,n,j,e,c,t,s,*,valid
r,o,s,e,*,*,*,*,valid
f,a,t,o,a,h,w,*,invalid
s,h,e,i,k,h,s,*,valid
c,g,r,b,r,*,*,*,invalid
n,a,t,a,l,*,*,*,valid
k,b,t,i,l,*,*,*,invalid
a,i,d,*,*,*,*,*,valid
d,h,j,*,*,*,*,*,invalid
f,r,o,s,t,y,*,*,valid
i,n,f,e,s,t,*,*,valid
u,f,j,p,r,h,w,*,invalid
j,b,o,b,p,c,*,*,invalid
t,r,e,b,l,e,s,*,valid
p,a,t,r,o,l,s,*,valid
w,i,g,g,l,i,n,g,valid
w,m,k,r,g,v,t,*,invalid
j,d,w,v,k,u,*,*,invalid
k,a,c,f,b,m,g,*,invalid
m,a,r,k,s,m,a,n,valid
l,s,c,u,n,*,*,*,invalid
q,h,t,u,c,*,*,*,invalid
v,a,i,n,e,r,*,*,valid
s,h,q,p,*,*,*,*,invalid
d,r,u,g,g,i,n,g,valid
d,d,u,a,k,f,a,*,invalid
f,u,b,y,j,s,v,*,invalid
s,m,e,a,y,r,*,*,invalid
n,e,x,*,*,*,*,*,invalid
d,j,a,x,g,e,x,*,invalid
h,l,h,*,*,*,*,*,invalid
p,b,l,w,r,q,v,*,invalid
l,w,m,f,e,d,n,*,invalid
m,e,n,h,a,d,e,n,valid
m,f,v,*,*,*,*,*,invalid
x,v,v,c,a,h,d,*,invalid
w,c,b,a,s,*,*,*,invalid
r,s,u,r,t,y,p,*,invalid
g,r,a,p,h,s,*,*,valid
s,a,s,r,e,*,*,*,invalid
p,x,j,*,*,*,*,*,invalid
k,n,e,a,d,e,r,s,valid
p,s,u,s,*,*,*,*,invalid
y,d,a,j,t,t,*,*,invalid
l,o,c,k,o,u,t,s,valid
o,u,u,*,*,*,*,*,invalid
s,e,e,e,m,m,i,*,invalid
m,u,e,t,d,*,*,*,invalid
s,o,w,s,*,*,*,*,valid
f,i,g,o,*,*,*,*,invalid
x,x,x,r,*,*,*,*,invalid
p,h,m,k,*,*,*,*,invalid
i,n,j,*,*,*,*,*,invalid
n,b,v,n,*,*,*,*,invalid
x,v,y,x,k,*,*,*,invalid
i,n,q,u,i,r,y,*,valid
l,u,p,i,n,e,s,*,valid
u,n,c,i,v,i,l,*,valid
g,u,m,s,*,*,*,*,valid
v,e,r,i,e,r,*,*,valid
f,a,t,u,o,u,s,*,valid
r,o,t,o,r,s,*,*,valid
u,l,g,c,l,*,*,*,invalid
b,u,d,*,*,*,*,*,valid
a,o,q,w,o,*,*,*,invalid
i,s,r,y,u,q,*,*,invalid
d,c,u,v,q,p,*,*,invalid
m,k,b,e,e,*,*,*,invalid
w,m,c,*,*,*,*,*,invalid
j,a,u,*,*,*,*,*,invalid
j,e,h,a,d,s,*,*,valid
s,l,a,t,s,*,*,*,valid
n,d,k,t,r,*,*,*,invalid
n,p,d,*,*,*,*,*,invalid
g,m,f,*,*,*,*,*,invalid
c,e,s,s,i,o,n,*,valid
v,i,s,t,a,s,*,*,valid
j,u,i,*,*,*,*,*,invalid
c,q,v,*,*,*,*,*,invalid
g,a,u,g,e,s,*,*,valid
n,i,c,j,e,e,*,*,invalid
k,y,g,s,*,*,*,*,invalid
p,i,m,p,*,*,*,*,valid
t,x,u,w,*,*,*,*,invalid
p,k,j,o,*,*,*,*,invalid
c,h,a,t,*,*,*,*,valid
e,j,d,c,l,i,*,*,invalid
n,w,y,*,*,*,*,*,invalid
l,e,a,k,i,n,g,*,valid
d,i,t,c,h,i,n,g,valid
n,f,u,*,*,*,*,*,invalid
r,s,b,w,d,*,*,*,invalid
m,e,t,a,l,s,*,*,valid
x,o,q,*,*,*,*,*,invalid
t,e,v,u,*,*,*,*,invalid
a,l,i,t,*,*,*,*,valid
t,w,i,a,j,f,y,*,invalid
l,a,z,i,e,s,*,*,valid
v,q,n,f,w,*,*,*,invalid
i,d,g,*,*,*,*,*,invalid
b,u,m,p,i,n,g,*,valid
p,f,t,a,f,f,*,*,invalid
g,u,d,o,x,*,*,*,invalid
t,k,y,*,*,*,*,*,invalid
w,v,e,y,c,*,*,*,invalid
t,v,b,j,g,*,*,*,invalid
b,k,g,n,q,q,*,*,invalid
r,x,a,h,*,*,*,*,invalid
s,e,r,a,p,h,s,*,valid
t,a,s,s,e,l,s,*,valid
h,e,n,n,a,e,d,*,valid
d,c,u,n,w,f,s,*,invalid
t,g,b,x,*,*,*,*,invalid
s,h,u,n,t,i,n,g,valid
p,a,r,t,i,z,a,n,valid
t,u,e,o,*,*,*,*,invalid
b,a,c,h,e,l,o,r,valid
p,j,e,u,s,*,*,*,invalid
b,d,g,*,*,*,*,*,invalid
s,t,e,e,d,*,*,*,valid
x,a,q,w,*,*,*,*,invalid
f,i,n,a,n,p,c,*,invalid
c,d,d,s,f,f,u,*,invalid
g,l,i,t,t,e,r,*,valid
h,e,h,i,*,*,*,*,invalid
a,a,m,w,i,u,*,*,invalid
p,a,t,e,n,t,*,*,valid
n,t,u,*,*,*,*,*,invalid
k,a,r,u,i,*,*,*,valid
q,f,c,w,*,*,*,*,invalid
n,v,n,g,y,l,*,*,invalid
d,l,a,*,*,*,*,*,invalid
g,a,n,g,l,i,e,r,valid
i,s,l,x,o,v,*,*,invalid
n,q,x,m,c,*,*,*,invalid
s,f,k,f,u,c,*,*,invalid
d,y,v,*,*,*,*,*,invalid
k,k,a,*,*,*,*,*,invalid
w,i,f,e,l,y,*,*,valid
w,e,k,b,g,*,*,*,invalid
k,y,y,e,v,d,f,*,invalid
d,e,t,a,c,h,e,s,valid
o,o,e,k,*,*,*,*,invalid
u,b,k,*,*,*,*,*,invalid
t,t,e,k,w,p,c,*,invalid
h,a,g,g,l,e,r,*,valid
t,e,n,t,*,*,*,*,valid
h,f,v,x,b,*,*,*,invalid
b,l,e,a,t,s,*,*,valid
r,o,s,t,e,r,s,*,valid
w,i,l,t,e,d,*,*,valid
w,c,c,o,f,*,*,*,invalid
w,r,u,a,d,*,*,*,invalid
b,l,u,r,t,s,*,*,valid
c,l,v,*,*,*,*,*,invalid
q,d,n,*,*,*,*,*,invalid
d,g,n,a,u,k,u,*,invalid
s,d,l,h,j,y,o,*,invalid
x,y,g,u,f,e,*,*,invalid
m,g,h,*,*,*,*,*,invalid
g,r,s,q,k,f,i,*,invalid
q,g,s,x,*,*,*,*,invalid
u,s,y,m,c,*,*,*,invalid
s,q,w,l,r,g,t,*,invalid
o,b,e,*,*,*,*,*,invalid
r,o,w,i,n,g,*,*,valid
r,e,c,k,o,n,*,*,valid
y,i,d,w,m,*,*,*,invalid
g,p,k,f,*,*,*,*,invalid
r,v,a,j,*,*,*,*,invalid
i,n,s,t,i,n,c,t,valid
p,m,u,e,d,k,c,*,invalid
p,l,a,t,e,d,*,*,valid
b,u,r,n,e,r,*,*,valid
u,i,k,b,*,*,*,*,invalid
h,e,s,*,*,*,*,*,valid
c,h,i,n,s,*,*,*,valid
k,n,r,h,a,s,*,*,invalid
h,o,g,w,a,s,h,*,valid
m,a,n,i,a,c,*,*,valid
v,p,e,f,a,*,*,*,invalid
f,i,n,i,s,*,*,*,valid
e,p,c,*,*,*,*,*,invalid
u,p,r,a,i,s,e,s,valid
x,h,l,d,k,e,h,*,invalid
s,c,a,l,p,*,*,*,valid
m,l,t,j,g,r,*,*,invalid
e,x,t,r,u,d,e,*,valid
i,m,l,a,q,*,*,*,invalid
j,a,i,l,o,r,*,*,valid
x,v,x,h,i,f,*,*,invalid
s,a,d,d,e,n,*,*,valid
s,t,a,p,l,e,s,*,valid
m,w,c,*,*,*,*,*,invalid
r,e,t,a,r,d,s,*,valid
h,y,k,p,b,m,*,*,invalid
g,i,m,w,n,*,*,*,invalid
w,r,s,l,*,*,*,*,invalid
i,p,y,*,*,*,*,*,invalid
p,v,x,o,w,j,*,*,invalid
l,v,c,i,x,r,d,*,invalid
y,d,g,*,*,*,*,*,invalid
i,c,f,h,*,*,*,*,invalid
e,x,a,l,t,e,d,*,valid
d,r,e,s,s,i,e,r,valid
u,l,j,q,t,*,*,*,invalid
a,c,g,i,*,*,*,*,invalid
s,h,w,m,*,*,*,*,invalid
t,r,i,c,k,e,d,*,valid
p,r,e,s,i,d,e,d,valid
n,e,r,v,o,u,s,*,valid
b,e,c,o,m,i,n,g,valid
q,u,i,n,c,e,*,*,valid
d,i,n,g,h,i,e,s,valid
h,o,r,m,o,n,e,s,valid
h,e,a,r,t,h,s,*,valid
f,d,a,d,w,*,*,*,invalid
h,n,y,*,*,*,*,*,invalid
d,r,l,j,x,k,t,*,invalid
k,o,o,k,i,e,r,*,valid
j,g,t,g,a,e,j,*,invalid
i,w,s,i,v,g,a,*,invalid
j,i,c,m,y,*,*,*,invalid
c,a,l,m,l,y,*,*,valid
w,t,v,a,f,*,*,*,invalid
f,e,d,*,*,*,*,*,valid
r,u,m,o,r,e,d,*,valid
d,w,e,c,*,*,*,*,invalid
y,m,t,h,e,m,r,*,invalid
x,q,y,m,n,l,n,*,invalid
u,t,k,p,*,*,*,*,invalid
u,g,u,s,d,r,e,*,invalid
a,w,a,f,v,*,*,*,invalid
m,o,n,s,t,e,r,s,valid
f,o,g,h,o,r,n,*,valid
b,a,s,h,i,n,g,*,valid
a,b,n,o,h,m,*,*,invalid
c,h,e,r,r,y,*,*,valid
g,g,s,k,*,*,*,*,invalid
b,l,a,z,e,d,*,*,valid
i,p,e,g,*,*,*,*,invalid
j,o,w,l,*,*,*,*,valid
s,u,f,f,e,r,*,*,valid
h,p,y,o,*,*,*,*,invalid
b,y,b,u,e,m,*,*,invalid
g,r,i,l,l,i,n,g,valid
s,p,a,m,m,e,r,*,valid
t,k,e,r,l,*,*,*,invalid
u,p,r,i,g,h,t,s,valid
b,o,l,d,*,*,*,*,valid
p,m,y,i,*,*,*,*,invalid
c,h,x,h,x,*,*,*,invalid
h,y,k,l,*,*,*,*,invalid
o,u,t,s,o,l,d,*,valid
m,e,a,n,*,*,*,*,valid
s,c,u,t,t,l,e,s,valid
q,x,g,p,l,c,*,*,invalid
o,c,h,e,r,*,*,*,valid
k,p,j,m,*,*,*,*,invalid
w,m,j,a,s,y,p,*,invalid
x,c,t,*,*,*,*,*,invalid
d,q,e,*,*,*,*,*,invalid
g,p,b,*,*,*,*,*,invalid
w,c,w,j,h,*,*,*,invalid
q,a,h,i,y,s,*,*,invalid
d,j,e,c,x,i,*,*,invalid
e,d,l,r,*,*,*,*,invalid
m,h,s,i,l,l,*,*,invalid
e,r,b,o,i,*,*,*,invalid
n,q,a,r,v,l,*,*,invalid
i,r,a,t,e,*,*,*,valid
r,o,m,p,e,r,s,*,valid
a,a,v,n,m,h,l,*,invalid
h,d,r,b,*,*,*,*,invalid
c,h,i,l,l,e,r,*,valid
i,c,o,c,p,i,*,*,invalid
e,x,p,u,n,g,e,d,valid
r,r,o,g,r,m,x,*,invalid
l,a,c,u,n,a,e,*,valid
i,n,s,t,e,a,d,*,valid
b,l,u,r,t,i,n,g,valid
g,r,i,n,d,*,*,*,valid
a,h,c,*,*,*,*,*,invalid
b,n,r,p,k,*,*,*,invalid
o,p,a,*,*,*,*,*,invalid
c,r,u,s,t,e,d,*,valid
d,e,l,u,d,e,d,*,valid
w,i,y,t,n,*,*,*,invalid
s,k,u,n,k,*,*,*,valid
l,u,c,k,*,*,*,*,valid
v,l,y,d,e,w,*,*,invalid
g,o,x,*,*,*,*,*,invalid
e,x,c,e,p,t,e,d,valid
x,n,o,o,s,w,n,*,invalid
f,l,b,*,*,*,*,*,invalid
y,f,i,h,d,v,a,*,invalid
t,y,o,*,*,*,*,*,invalid
a,b,y,j,*,*,*,*,invalid
y,k,j,*,*,*,*,*,invalid
r,u,k,t,o,u,u,*,invalid
q,g,g,v,x,*,*,*,invalid
u,c,u,h,i,*,*,*,invalid
s,v,l,v,*,*,*,*,invalid
q,e,d,x,*,*,*,*,invalid
i,o,p,*,*,*,*,*,invalid
a,d,v,i,s,o,r,y,valid
n,v,c,f,s,m,*,*,invalid
b,o,n,b,o,n,s,*,valid
s,l,i,c,k,e,r,*,valid
o,f,q,q,y,t,*,*,invalid
f,r,a,c,k,*,*,*,valid
f,i,x,f,e,p,e,*,invalid
l,u,m,b,e,r,e,d,valid
n,q,h,j,o,e,e,*,invalid
g,r,w,j,*,*,*,*,invalid
k,k,l,i,g,l,v,*,invalid
k,c,j,*,*,*,*,*,invalid
g,r,a,c,e,*,*,*,valid
i,t,w,*,*,*,*,*,invalid
j,g,p,a,o,*,*,*,invalid
j,e,s,g,b,f,*,*,invalid
y,s,j,*,*,*,*,*,invalid
w,a,i,f,s,*,*,*,valid
t,a,n,n,e,r,*,*,valid
u,t,f,i,y,l,*,*,invalid
v,l,y,t,n,e,w,*,invalid
e,a,g,l,*,*,*,*,invalid
k,i,j,l,l,a,p,*,invalid
c,l,a,v,i,c,l,e,valid
h,u,s,f,j,*,*,*,invalid
v,v,h,*,*,*,*,*,invalid
p,f,l,s,v,u,m,*,invalid
u,b,r,h,j,*,*,*,invalid
e,n,a,b,l,e,s,*,valid
k,i,l,l,*,*,*,*,valid
h,y,d,r,a,s,*,*,valid
b,s,a,i,s,c,*,*,invalid
g,a,k,k,o,u,*,*,valid
f,k,y,*,*,*,*,*,invalid
l,b,e,k,e,n,a,*,invalid
i,i,e,*,*,*,*,*,valid
x,t,v,l,*,*,*,*,invalid
w,j,m,*,*,*,*,*,invalid
x,d,c,f,i,x,v,*,invalid
d,f,t,c,u,*,*,*,invalid
w,i,n,d,m,i,l,l,valid
f,u,d,d,l,e,s,*,valid
x,l,y,i,a,h,*,*,invalid
s,g,f,*,*,*,*,*,invalid
i,y,r,y,*,*,*,*,invalid
n,a,p,k,i,n,*,*,valid
y,g,h,n,q,*,*,*,invalid
k,f,u,x,s,c,*,*,invalid
f,l,u,x,*,*,*,*,valid
o,u,t,l,a,s,t,s,valid
w,g,t,*,*,*,*,*,invalid
t,s,u,m,e,*,*,*,valid
v,w,h,*,*,*,*,*,invalid
b,u,s,i,w,d,*,*,invalid
s,i,c,k,b,e,d,*,valid
x,x,t,*,*,*,*,*,invalid
n,p,v,q,*,*,*,*,invalid
s,t,o,p,p,e,r,s,valid
c,s,y,p,i,*,*,*,invalid
p,c,w,g,u,v,*,*,invalid
p,e,g,g,e,d,*,*,valid
f,i,s,c,a,l,*,*,valid
e,a,p,j,*,*,*,*,invalid
r,a,c,i,s,t,*,*,valid
e,a,u,e,a,t,f,*,invalid
b,r,a,s,s,i,e,r,valid
g,m,x,d,k,f,v,*,invalid
h,t,d,o,k,e,*,*,invalid
y,o,p,g,*,*,*,*,invalid
t,t,a,d,*,*,*,*,invalid
s,m,a,c,k,i,n,g,valid
o,q,g,p,y,m,*,*,invalid
w,i,d,e,n,e,d,*,valid
k,j,y,*,*,*,*,*,invalid
l,g,c,b,*,*,*,*,invalid
v,s,f,q,v,*,*,*,invalid
