char01,char02,char03,char04,char05,char06,char07,char08,prediction
c,h,u,c,k,s,*,*,valid
t,a,x,i,n,g,*,*,valid
m,x,o,k,x,a,v,*,invalid
k,m,p,d,i,*,*,*,invalid
a,e,r,r,j,*,*,*,invalid
w,v,n,*,*,*,*,*,invalid
t,w,o,e,p,t,*,*,invalid
d,l,q,w,g,g,*,*,invalid
c,j,t,r,h,*,*,*,invalid
i,q,i,u,k,*,*,*,invalid
c,o,u,c,h,e,s,*,valid
c,d,b,w,q,*,*,*,invalid
d,i,a,l,e,d,*,*,valid
j,i,h,a,d,s,*,*,valid
e,x,s,p,*,*,*,*,invalid
m,e,p,*,*,*,*,*,invalid
c,m,g,*,*,*,*,*,invalid
s,u,l,t,a,n,s,*,valid
k,e,c,w,s,q,y,*,invalid
c,m,u,u,t,u,*,*,invalid
e,q,s,a,*,*,*,*,invalid
x,j,l,l,i,*,*,*,invalid
x,v,m,*,*,*,*,*,invalid
x,i,r,y,t,*,*,*,invalid
b,e,g,e,t,*,*,*,valid
a,l,i,n,e,*,*,*,valid
t,e,a,p,o,t,s,*,valid
d,e,n,o,t,i,n,g,valid
n,x,p,u,y,e,*,*,invalid
s,h,o,w,r,o,o,m,valid
f,l,o,u,n,c,e,s,valid
g,y,g,*,*,*,*,*,invalid
o,f,f,e,d,*,*,*,valid
r,e,n,e,w,a,l,s,valid
r,c,x,c,e,*,*,*,invalid
s,d,s,a,e,r,e,*,invalid
h,u,o,n,s,*,*,*,invalid
s,c,r,o,u,n,g,e,valid
r,k,p,w,h,s,*,*,invalid
i,d,e,n,t,i,f,y,valid
m,d,f,j,b,*,*,*,invalid
j,p,t,x,*,*,*,*,invalid
t,a,x,*,*,*,*,*,invalid
p,i,c,c,o,l,o,s,valid
e,v,n,q,r,k,n,*,invalid
a,s,e,x,u,a,l,*,valid
v,y,s,h,i,*,*,*,invalid
p,a,y,d,a,y,s,*,valid
t,i,l,l,s,*,*,*,valid
r,c,q,k,s,f,*,*,invalid
e,n,v,i,s,a,g,e,valid
h,e,d,g,e,*,*,*,valid
j,e,b,q,o,m,v,*,invalid
f,j,o,p,p,m,m,*,invalid
s,b,y,*,*,*,*,*,invalid
t,h,i,r,s,t,*,*,valid
d,p,w,*,*,*,*,*,invalid
d,g,x,j,w,*,*,*,invalid
d,b,e,*,*,*,*,*,invalid
a,r,r,i,v,e,*,*,valid
d,u,m,s,h,d,y,*,invalid
v,t,u,j,n,d,n,*,invalid
j,l,p,d,*,*,*,*,invalid
f,i,r,m,e,d,*,*,valid
r,s,d,l,*,*,*,*,invalid
e,w,n,*,*,*,*,*,invalid
s,i,f,t,e,d,*,*,valid
c,a,i,e,a,*,*,*,invalid
a,n,n,u,i,t,y,*,valid
r,o,u,g,*,*,*,*,invalid
t,o,k,e,n,*,*,*,valid
s,p,y,w,m,j,*,*,invalid
u,p,p,i,t,y,*,*,valid
t,o,m,c,a,t,s,*,valid
i,n,h,i,b,i,t,s,valid
e,b,i,f,w,h,j,*,invalid
n,w,l,u,j,c,a,*,invalid
f,i,n,a,n,c,e,s,valid
e,c,c,t,*,*,*,*,invalid
s,v,b,w,q,q,*,*,invalid
s,u,r,t,a,x,e,s,valid
r,a,i,l,*,*,*,*,valid
w,w,x,c,r,*,*,*,invalid
r,e,m,t,n,b,*,*,invalid
p,o,l,i,t,i,c,*,valid
v,i,i,v,v,*,*,*,invalid
e,n,f,o,r,c,e,r,valid
f,r,s,l,*,*,*,*,invalid
r,c,m,w,j,r,*,*,invalid
a,f,f,r,o,n,t,s,valid
m,t,e,l,*,*,*,*,invalid
q,h,p,c,p,w,d,*,invalid
r,g,r,*,*,*,*,*,invalid
m,f,y,o,*,*,*,*,invalid
f,r,a,t,*,*,*,*,valid
b,e,g,a,n,*,*,*,valid
v,a,c,n,m,*,*,*,invalid
r,e,a,s,s,u,r,e,valid
m,i,s,r,u,l,e,d,valid
c,m,k,b,*,*,*,*,invalid
n,u,r,a,*,*,*,*,invalid
s,o,l,e,*,*,*,*,valid
s,e,r,v,a,n,t,s,valid
k,l,b,y,l,h,*,*,invalid
p,e,r,t,u,r,b,*,valid
n,c,u,d,t,u,*,*,invalid
l,q,c,e,k,*,*,*,invalid
b,k,a,h,*,*,*,*,invalid
k,i,t,i,n,g,*,*,valid
i,x,j,b,*,*,*,*,invalid
w,u,x,*,*,*,*,*,invalid
j,n,v,f,b,*,*,*,invalid
p,l,a,i,t,*,*,*,valid
p,y,t,*,*,*,*,*,invalid
s,e,v,e,r,e,s,t,valid
y,t,a,k,a,*,*,*,invalid
o,t,q,k,g,*,*,*,invalid
m,o,r,d,a,n,t,s,valid
j,y,l,*,*,*,*,*,invalid
s,e,a,b,e,d,s,*,valid
r,x,b,e,s,*,*,*,invalid
p,e,c,c,a,r,y,*,valid
n,b,r,*,*,*,*,*,invalid
b,u,p,*,*,*,*,*,invalid
p,e,r,v,a,d,e,d,valid
l,i,l,a,c,s,*,*,valid
x,e,s,*,*,*,*,*,invalid
u,y,t,n,m,l,a,*,invalid
f,o,r,e,c,a,s,t,valid
p,l,e,g,a,*,*,*,invalid
r,u,s,t,l,e,s,*,valid
b,u,r,n,o,u,t,s,valid
u,s,y,*,*,*,*,*,invalid
f,u,r,n,i,s,h,*,valid
f,i,r,e,b,u,g,s,valid
t,q,e,y,m,n,*,*,invalid
e,s,k,r,w,*,*,*,invalid
d,i,e,*,*,*,*,*,valid
x,k,e,o,v,*,*,*,invalid
l,b,x,f,*,*,*,*,invalid
g,u,i,n,e,a,s,*,valid
r,e,o,r,d,e,r,*,valid
l,u,p,*,*,*,*,*,invalid
x,h,y,y,v,w,*,*,invalid
o,g,s,q,u,l,q,*,invalid
w,i,s,e,a,c,r,e,valid
m,q,k,*,*,*,*,*,invalid
c,r,t,b,k,n,*,*,invalid
w,a,t,c,h,m,a,n,valid
d,p,q,c,p,k,*,*,invalid
k,j,w,o,*,*,*,*,invalid
a,d,m,o,n,i,s,h,valid
s,x,p,m,*,*,*,*,invalid
r,h,d,p,*,*,*,*,invalid
i,r,x,e,n,a,*,*,invalid
w,n,u,e,n,a,*,*,invalid
a,w,m,r,a,e,*,*,invalid
k,w,t,m,r,*,*,*,invalid
t,x,k,j,*,*,*,*,invalid
c,o,u,p,o,n,s,*,valid
s,p,r,a,y,s,*,*,valid
a,n,t,h,e,r,s,*,valid
n,h,v,b,c,w,e,*,invalid
b,o,b,b,i,n,*,*,valid
g,a,f,j,w,q,d,*,invalid
u,s,t,*,*,*,*,*,invalid
a,m,a,z,e,*,*,*,valid
c,o,l,u,m,n,s,*,valid
j,a,r,*,*,*,*,*,invalid
r,t,f,a,v,*,*,*,invalid
j,e,k,*,*,*,*,*,invalid
w,j,p,v,*,*,*,*,invalid
p,a,l,t,r,i,e,r,valid
d,s,r,j,x,i,*,*,invalid
a,l,b,i,*,*,*,*,invalid
v,b,i,*,*,*,*,*,invalid
n,g,q,f,q,*,*,*,invalid
q,b,q,l,r,n,*,*,invalid
s,e,o,*,*,*,*,*,invalid
o,v,i,d,u,c,t,*,valid
v,r,f,*,*,*,*,*,invalid
b,e,r,t,h,i,n,g,valid
r,p,p,f,d,*,*,*,invalid
f,i,n,c,h,e,s,*,valid
v,s,v,f,p,c,p,*,invalid
c,l,w,*,*,*,*,*,invalid
d,i,p,l,o,m,a,s,valid
n,q,l,*,*,*,*,*,invalid
h,f,b,v,w,q,*,*,invalid
h,x,t,o,*,*,*,*,invalid
g,c,m,*,*,*,*,*,invalid
b,d,y,u,o,*,*,*,invalid
h,l,e,d,i,x,*,*,invalid
s,o,u,n,d,e,r,*,valid
y,e,d,*,*,*,*,*,invalid
r,m,v,o,*,*,*,*,invalid
a,i,c,h,r,g,c,*,invalid
a,l,l,u,v,i,a,l,valid
d,r,i,b,b,l,e,r,valid
f,x,a,w,m,h,*,*,invalid
m,p,o,e,k,t,*,*,invalid
x,x,t,g,x,y,c,*,invalid
s,h,a,p,i,n,g,*,valid
p,o,s,i,t,i,o,n,valid
x,p,i,n,*,*,*,*,invalid
m,v,p,q,y,*,*,*,invalid
v,i,z,o,r,s,*,*,valid
r,a,y,s,*,*,*,*,valid
s,p,e,a,k,e,r,s,valid
v,s,b,m,n,b,*,*,invalid
o,n,p,c,v,i,k,*,invalid
p,v,w,s,u,*,*,*,invalid
o,p,c,v,q,i,k,*,invalid
g,w,d,f,j,n,*,*,invalid
y,m,x,y,*,*,*,*,invalid
v,o,t,a,r,i,e,s,valid
r,p,o,*,*,*,*,*,invalid
f,l,g,y,i,m,*,*,invalid
v,b,r,u,n,c,v,*,invalid
a,p,e,x,e,s,*,*,valid
g,a,f,n,w,a,*,*,invalid
l,m,i,d,w,*,*,*,invalid
b,l,o,c,k,e,d,*,valid
w,a,f,w,t,h,a,*,invalid
a,g,j,*,*,*,*,*,invalid
c,f,a,*,*,*,*,*,invalid
n,l,r,s,*,*,*,*,invalid
d,e,l,i,m,i,t,*,valid
s,w,e,a,r,e,r,s,valid
q,h,o,i,q,*,*,*,invalid
s,c,o,r,e,*,*,*,valid
d,v,h,n,n,*,*,*,invalid
x,i,g,q,r,g,c,*,invalid
f,c,j,j,c,r,*,*,invalid
b,a,l,k,s,*,*,*,valid
c,h,a,r,t,*,*,*,valid
m,p,f,j,o,d,*,*,invalid
t,h,i,n,n,i,n,g,valid
p,a,l,a,v,e,r,s,valid
m,a,p,s,*,*,*,*,valid
e,j,l,*,*,*,*,*,invalid
x,y,c,*,*,*,*,*,invalid
e,m,b,e,d,d,e,d,valid
b,v,m,r,*,*,*,*,invalid
i,m,c,*,*,*,*,*,invalid
s,g,d,*,*,*,*,*,invalid
d,l,c,k,*,*,*,*,invalid
o,d,q,*,*,*,*,*,invalid
j,o,d,y,w,*,*,*,invalid
w,e,e,u,n,u,*,*,invalid
l,a,s,h,i,n,g,*,valid
p,i,g,p,e,n,s,*,valid
g,q,j,k,*,*,*,*,invalid
y,e,f,s,w,a,x,*,invalid
g,j,a,x,v,n,y,*,invalid
d,e,b,r,i,e,f,s,valid
o,r,d,e,r,i,n,g,valid
n,b,r,s,v,y,m,*,invalid
c,h,o,o,s,i,n,g,valid
y,d,d,q,d,k,b,*,invalid
p,r,o,f,e,s,s,*,valid
n,j,e,*,*,*,*,*,invalid
b,l,a,s,t,e,r,s,valid
e,w,i,b,u,h,*,*,invalid
s,w,q,k,l,w,k,*,invalid
s,e,p,s,i,s,*,*,valid
e,u,y,r,o,j,*,*,invalid
f,o,r,e,m,a,n,*,valid
k,f,r,y,*,*,*,*,invalid
n,o,z,z,l,e,s,*,valid
u,g,x,*,*,*,*,*,invalid
p,a,r,a,n,o,i,a,valid
e,r,p,t,q,q,*,*,invalid
p,q,b,j,f,h,*,*,invalid
q,t,b,x,d,b,h,*,invalid
s,e,d,a,t,i,v,e,valid
u,g,g,k,*,*,*,*,invalid
s,p,e,s,o,y,f,*,invalid
v,r,v,*,*,*,*,*,invalid
d,n,y,u,d,v,n,*,invalid
y,u,k,i,*,*,*,*,valid
s,c,u,d,d,i,n,g,valid
a,b,a,l,o,n,e,*,valid
w,o,s,f,g,*,*,*,invalid
t,d,k,i,*,*,*,*,invalid
s,c,h,r,o,d,*,*,valid
i,n,e,*,*,*,*,*,valid
c,d,q,t,h,t,i,*,invalid
y,x,b,f,m,n,n,*,invalid
x,w,d,o,u,s,l,*,invalid
p,j,g,m,b,i,*,*,invalid
f,e,o,y,*,*,*,*,invalid
t,u,n,e,d,*,*,*,valid
k,d,c,*,*,*,*,*,invalid
y,a,e,o,*,*,*,*,invalid
q,a,s,l,e,b,*,*,invalid
c,a,t,h,o,l,i,c,valid
a,t,n,x,a,d,*,*,invalid
c,i,r,c,u,s,*,*,valid
h,j,u,l,*,*,*,*,invalid
t,m,n,q,j,*,*,*,invalid
o,y,g,*,*,*,*,*,invalid
r,t,y,*,*,*,*,*,invalid
d,a,w,*,*,*,*,*,invalid
k,g,w,p,j,k,*,*,invalid
o,s,x,s,s,q,*,*,invalid
c,f,u,b,e,t,*,*,invalid
p,u,r,s,u,a,n,t,valid
i,w,l,f,a,f,*,*,invalid
j,n,j,u,o,l,*,*,invalid
m,p,e,v,j,v,h,*,invalid
p,y,m,c,n,g,s,*,invalid
s,e,r,i,e,s,*,*,valid
g,o,o,d,s,*,*,*,valid
b,l,y,s,q,*,*,*,invalid
u,f,r,v,w,*,*,*,invalid
s,w,i,t,c,h,*,*,valid
f,o,y,e,r,*,*,*,valid
u,d,g,a,*,*,*,*,invalid
w,h,a,c,k,e,d,*,valid
t,l,g,t,q,y,t,*,invalid
a,p,o,l,o,g,y,*,valid
h,m,a,*,*,*,*,*,invalid
a,k,t,o,*,*,*,*,invalid
r,e,r,*,*,*,*,*,invalid
e,o,b,w,k,s,b,*,invalid
x,o,v,f,w,n,*,*,invalid
o,y,m,a,m,*,*,*,invalid
s,u,p,e,r,s,*,*,valid
a,h,r,*,*,*,*,*,invalid
c,u,a,g,n,c,*,*,invalid
g,u,t,s,i,e,s,t,valid
l,o,r,u,h,y,*,*,invalid
s,e,a,w,a,y,s,*,valid
b,i,v,a,l,v,e,s,valid
l,f,r,o,y,k,f,*,invalid
h,u,h,d,u,w,*,*,invalid
v,u,l,v,a,e,*,*,valid
n,n,r,w,*,*,*,*,invalid
b,i,p,l,a,n,e,*,valid
f,m,h,e,q,m,o,*,invalid
p,i,c,k,e,t,s,*,valid
x,j,x,a,*,*,*,*,invalid
t,o,u,r,e,d,*,*,valid
u,t,j,k,r,m,*,*,invalid
e,t,y,v,w,*,*,*,invalid
m,n,i,x,a,x,w,*,invalid
l,a,z,e,d,*,*,*,valid
c,p,p,e,u,*,*,*,invalid
b,a,r,o,n,e,t,s,valid
n,j,a,i,*,*,*,*,invalid
g,s,l,p,n,d,f,*,invalid
x,y,s,g,i,*,*,*,invalid
g,e,u,s,f,y,r,*,invalid
h,b,n,n,i,q,*,*,invalid
a,g,l,w,u,g,*,*,invalid
c,b,r,o,l,*,*,*,invalid
v,j,i,s,s,w,g,*,invalid
s,p,o,n,g,e,r,*,valid
h,o,q,t,*,*,*,*,invalid
c,y,x,*,*,*,*,*,invalid
p,e,t,r,e,l,*,*,valid
g,g,y,e,*,*,*,*,invalid
f,i,n,g,e,r,s,*,valid
x,n,u,d,*,*,*,*,invalid
d,k,j,*,*,*,*,*,invalid
i,n,s,t,e,p,s,*,valid
l,p,j,s,i,*,*,*,invalid
q,b,f,*,*,*,*,*,invalid
i,r,a,*,*,*,*,*,invalid
g,b,r,d,k,i,t,*,invalid
c,o,e,j,q,p,*,*,invalid
j,b,f,y,b,*,*,*,invalid
e,n,j,i,n,i,a,*,valid
p,s,y,c,h,e,s,*,valid
i,k,k,j,n,*,*,*,invalid
g,m,v,*,*,*,*,*,invalid
s,h,u,d,d,e,r,*,valid
s,p,o,o,l,*,*,*,valid
l,x,m,c,*,*,*,*,invalid
s,w,a,s,t,i,k,a,valid
q,q,x,w,n,v,k,*,invalid
t,o,u,r,i,s,t,s,valid
g,r,o,a,n,s,*,*,valid
f,a,r,r,o,w,*,*,valid
t,r,i,p,o,d,*,*,valid
q,x,o,*,*,*,*,*,invalid
f,i,u,d,k,m,c,*,invalid
d,x,s,*,*,*,*,*,invalid
s,h,e,e,r,i,n,g,valid
m,w,m,x,*,*,*,*,invalid
t,f,p,f,p,*,*,*,invalid
t,c,w,u,v,t,y,*,invalid
h,k,i,y,f,n,m,*,invalid
s,x,o,o,*,*,*,*,invalid
g,a,l,e,s,*,*,*,valid
h,g,c,j,*,*,*,*,invalid
x,k,o,u,*,*,*,*,invalid
c,r,e,w,*,*,*,*,valid
y,q,x,*,*,*,*,*,invalid
t,r,a,c,h,e,a,s,valid
a,b,s,o,l,v,e,d,valid
e,y,f,l,d,c,t,*,invalid
e,a,d,y,*,*,*,*,invalid
e,r,e,a,w,n,y,*,invalid
m,f,x,d,j,l,*,*,invalid
h,y,c,*,*,*,*,*,invalid
q,a,q,v,m,i,*,*,invalid
p,f,s,y,*,*,*,*,invalid
t,h,u,m,b,i,n,g,valid
c,o,n,t,e,n,t,s,valid
l,i,a,i,s,e,s,*,valid
h,o,f,k,m,b,e,*,invalid
o,y,u,*,*,*,*,*,invalid
l,q,t,h,b,*,*,*,invalid
p,h,o,e,b,e,*,*,valid
b,g,e,n,l,n,m,*,invalid
b,k,e,j,v,f,*,*,invalid
l,k,m,m,k,y,o,*,invalid
j,i,a,n,*,*,*,*,invalid
y,r,d,o,m,m,v,*,invalid
f,d,t,o,k,v,b,*,invalid
p,c,i,w,n,q,v,*,invalid
u,d,k,d,p,p,q,*,invalid
q,w,h,*,*,*,*,*,invalid
s,c,h,l,e,p,p,*,valid
t,y,o,*,*,*,*,*,invalid
t,r,a,s,h,e,s,*,valid
j,q,p,e,*,*,*,*,invalid
m,u,s,h,r,o,o,m,valid
j,v,s,*,*,*,*,*,invalid
g,l,i,t,z,y,*,*,valid
r,e,e,v,e,s,*,*,valid
m,v,i,v,q,d,*,*,invalid
p,i,l,e,u,p,*,*,valid
f,u,s,s,i,e,s,t,valid
o,w,y,y,j,*,*,*,invalid
y,x,e,*,*,*,*,*,invalid
f,a,k,i,r,*,*,*,valid
q,x,b,y,u,y,*,*,invalid
g,i,n,g,h,a,m,*,valid
m,o,s,a,i,c,s,*,valid
d,f,e,*,*,*,*,*,invalid
e,j,l,p,d,w,k,*,invalid
f,h,k,*,*,*,*,*,invalid
c,o,m,m,e,n,c,e,valid
a,a,t,s,c,*,*,*,invalid
m,o,o,*,*,*,*,*,valid
g,u,m,m,e,d,*,*,valid
v,e,n,a,l,l,y,*,valid
d,i,m,*,*,*,*,*,invalid
p,o,l,y,g,a,m,y,valid
w,k,t,j,k,q,*,*,invalid
n,x,y,*,*,*,*,*,invalid
r,m,p,p,*,*,*,*,invalid
r,u,p,t,u,r,e,d,valid
d,y,n,y,y,h,*,*,invalid
l,p,g,y,c,m,*,*,invalid
s,t,y,l,u,s,*,*,valid
n,o,w,v,f,*,*,*,invalid
h,a,c,k,e,r,*,*,valid
b,a,c,k,b,i,t,e,valid
l,k,b,c,m,e,n,*,invalid
o,l,i,v,e,s,*,*,valid
l,n,l,h,v,m,m,*,invalid
e,e,l,b,f,*,*,*,invalid
t,n,o,u,r,x,v,*,invalid
d,o,n,n,e,d,*,*,valid
p,t,p,*,*,*,*,*,invalid
q,t,i,m,n,*,*,*,invalid
e,x,h,j,e,x,i,*,invalid
c,o,d,g,e,r,*,*,valid
d,w,g,s,a,k,k,*,invalid
i,l,p,*,*,*,*,*,invalid
a,v,u,c,x,*,*,*,invalid
m,i,n,o,r,i,n,g,valid
d,v,u,a,h,*,*,*,invalid
a,n,m,*,*,*,*,*,invalid
g,q,c,s,*,*,*,*,invalid
b,c,l,h,s,d,*,*,invalid
d,r,l,o,v,v,w,*,invalid
t,e,m,p,t,e,r,s,valid
p,g,e,o,g,q,p,*,invalid
r,p,q,s,*,*,*,*,invalid
d,w,c,*,*,*,*,*,invalid
c,y,l,r,c,y,*,*,invalid
e,x,t,r,a,*,*,*,valid
p,t,j,k,f,i,*,*,invalid
q,y,o,m,*,*,*,*,invalid
f,o,n,d,l,e,s,*,valid
s,l,i,c,e,s,*,*,valid
p,l,u,m,p,e,r,*,valid
b,b,v,p,*,*,*,*,invalid
h,o,w,l,i,n,g,*,valid
g,e,e,v,r,*,*,*,invalid
a,e,q,*,*,*,*,*,invalid
m,u,c,b,x,p,*,*,invalid
u,r,a,*,*,*,*,*,invalid
t,h,g,a,r,h,*,*,invalid
b,y,l,k,w,c,*,*,invalid
u,d,e,t,k,*,*,*,invalid
w,q,b,*,*,*,*,*,invalid
b,a,c,k,p,a,c,k,valid
g,u,b,k,*,*,*,*,invalid
r,e,f,i,n,e,r,s,valid
j,h,i,*,*,*,*,*,invalid
v,a,o,g,y,y,*,*,invalid
e,p,o,x,i,e,s,*,valid
i,s,m,i,j,d,*,*,invalid
p,e,r,f,u,m,e,*,valid
h,j,o,c,*,*,*,*,invalid
b,o,a,*,*,*,*,*,valid
x,f,w,*,*,*,*,*,invalid
d,e,c,o,d,i,n,g,valid
k,r,n,*,*,*,*,*,invalid
t,u,b,a,s,*,*,*,valid
l,l,d,f,*,*,*,*,invalid
r,a,c,i,a,l,l,y,valid
r,e,t,o,r,t,*,*,valid
e,k,s,s,h,h,e,*,invalid
d,s,a,e,l,k,k,*,invalid
l,i,t,u,r,g,y,*,valid
b,j,x,g,f,*,*,*,invalid
j,q,u,b,*,*,*,*,invalid
s,h,a,p,e,l,y,*,valid
o,j,o,a,m,*,*,*,invalid
c,o,n,j,u,r,o,r,valid
o,o,j,m,*,*,*,*,invalid
g,n,a,w,s,*,*,*,valid
e,n,p,h,y,*,*,*,invalid
r,i,s,e,s,*,*,*,valid
a,m,p,l,y,*,*,*,valid
g,a,m,e,c,o,c,k,valid
a,i,a,e,*,*,*,*,invalid
c,j,a,w,m,l,d,*,invalid
w,k,a,q,m,v,*,*,invalid
m,u,l,l,e,t,*,*,valid
p,y,w,h,*,*,*,*,invalid
j,u,l,*,*,*,*,*,invalid
s,c,a,t,h,i,n,g,valid
c,l,a,i,m,a,n,t,valid
d,e,s,e,r,t,e,r,valid
h,k,m,j,u,a,o,*,invalid
r,o,l,l,b,a,c,k,valid
j,q,j,g,f,e,*,*,invalid
s,r,c,d,c,*,*,*,invalid
u,h,j,m,k,*,*,*,invalid
h,n,f,k,j,v,*,*,invalid
t,h,u,d,d,i,n,g,valid
s,t,a,r,r,y,*,*,valid
w,i,o,*,*,*,*,*,invalid
r,p,s,*,*,*,*,*,invalid
b,o,i,l,i,n,g,*,valid
e,n,c,l,a,v,e,*,valid
u,s,u,a,l,l,y,*,valid
n,v,g,k,*,*,*,*,invalid
v,o,d,k,a,*,*,*,valid
v,b,l,m,o,*,*,*,invalid
t,m,b,k,x,h,*,*,invalid
n,g,g,q,u,*,*,*,invalid
n,a,a,r,j,d,*,*,invalid
s,h,a,k,e,s,*,*,valid
x,s,u,n,j,*,*,*,invalid
t,w,v,p,l,o,*,*,invalid
x,n,u,a,*,*,*,*,invalid
p,b,w,x,*,*,*,*,invalid
v,f,x,l,v,s,*,*,invalid
d,f,l,h,u,*,*,*,invalid
e,d,p,*,*,*,*,*,invalid
q,l,r,*,*,*,*,*,invalid
p,i,n,h,e,a,d,*,valid
s,e,a,w,a,y,*,*,valid
b,r,o,o,k,s,*,*,valid
n,x,g,l,h,*,*,*,invalid
b,l,d,c,r,c,k,*,invalid
s,h,u,c,k,s,*,*,valid
e,x,a,l,t,s,*,*,valid
h,o,l,d,u,p,s,*,valid
u,h,m,*,*,*,*,*,invalid
p,o,q,j,y,*,*,*,invalid
m,y,m,h,w,f,j,*,invalid
q,h,y,*,*,*,*,*,invalid
q,e,n,*,*,*,*,*,invalid
k,i,n,*,*,*,*,*,invalid
d,i,v,i,s,i,v,e,valid
j,o,c,o,s,i,t,y,valid
d,m,p,j,f,u,*,*,invalid
b,w,s,p,k,k,k,*,invalid
p,a,r,t,e,r,r,e,valid
b,e,n,b,*,*,*,*,invalid
v,i,s,a,i,n,g,*,valid
s,u,n,d,r,i,e,s,valid
y,o,u,n,g,e,s,t,valid
r,e,m,e,m,b,e,r,valid
e,y,q,p,o,c,*,*,invalid
d,v,k,*,*,*,*,*,invalid
d,d,v,h,g,m,*,*,invalid
o,v,e,r,g,r,e,w,valid
p,e,i,o,v,b,e,*,invalid
b,b,a,d,s,f,*,*,invalid
a,b,j,u,r,e,s,*,valid
v,b,f,e,o,x,w,*,invalid
m,a,r,t,i,n,*,*,valid
o,k,y,x,l,o,q,*,invalid
j,j,r,l,y,*,*,*,invalid
u,d,v,s,r,u,*,*,invalid
s,t,o,*,*,*,*,*,invalid
s,n,t,g,*,*,*,*,invalid
s,h,a,v,e,d,*,*,valid
u,b,t,c,*,*,*,*,invalid
v,f,k,*,*,*,*,*,invalid
u,g,w,e,q,d,*,*,invalid
h,x,j,g,d,c,r,*,invalid
c,y,f,r,*,*,*,*,invalid
g,o,u,t,i,e,s,t,valid
g,k,p,q,*,*,*,*,invalid
e,k,f,k,r,*,*,*,invalid
b,f,i,x,v,*,*,*,invalid
s,i,f,h,i,k,r,*,invalid
g,c,o,w,*,*,*,*,invalid
p,k,t,l,s,*,*,*,invalid
q,u,f,o,f,*,*,*,invalid
o,y,x,p,g,m,*,*,invalid
v,n,b,*,*,*,*,*,invalid
l,c,d,*,*,*,*,*,invalid
e,m,e,r,g,e,d,*,valid
g,e,e,d,a,x,*,*,invalid
d,u,m,m,y,*,*,*,valid
r,v,s,*,*,*,*,*,invalid
f,i,n,a,g,l,e,s,valid
b,o,o,z,i,e,s,t,valid
l,q,f,f,*,*,*,*,invalid
u,b,b,o,f,q,k,*,invalid
p,v,b,w,h,d,*,*,invalid
h,k,e,l,*,*,*,*,invalid
j,m,x,l,s,k,*,*,invalid
g,m,o,*,*,*,*,*,invalid
c,r,u,e,l,*,*,*,valid
g,o,o,b,e,r,s,*,valid
v,n,j,*,*,*,*,*,invalid
i,e,q,u,h,*,*,*,invalid
u,n,e,a,r,t,h,s,valid
l,l,e,r,x,*,*,*,invalid
p,h,e,e,m,*,*,*,invalid
n,o,s,i,n,g,*,*,valid
f,a,i,l,u,r,e,s,valid
y,b,d,o,*,*,*,*,invalid
o,c,c,l,u,d,e,*,valid
n,u,u,e,g,g,h,*,invalid
a,q,m,s,s,c,b,*,invalid
s,u,r,v,i,v,e,d,valid
s,i,y,*,*,*,*,*,invalid
e,u,v,r,t,n,s,*,invalid
m,d,d,c,o,d,o,*,invalid
c,r,a,b,b,i,e,r,valid
b,v,e,a,*,*,*,*,invalid
i,n,g,r,a,i,n,s,valid
a,b,h,u,q,h,*,*,invalid
g,y,j,v,*,*,*,*,invalid
v,v,p,v,l,s,*,*,invalid
g,u,t,t,e,d,*,*,valid
s,j,m,n,w,n,*,*,invalid
r,e,d,u,c,e,*,*,valid
r,j,j,*,*,*,*,*,invalid
o,b,n,w,a,i,*,*,invalid
u,c,d,i,*,*,*,*,invalid
b,u,d,g,e,t,e,d,valid
n,k,o,j,m,y,*,*,invalid
m,a,d,h,j,h,*,*,invalid
k,e,e,l,e,d,*,*,valid
w,h,i,t,e,r,*,*,valid
f,r,e,s,h,*,*,*,valid
w,r,i,t,h,i,n,g,valid
e,q,j,j,t,b,s,*,invalid
h,o,h,f,h,c,n,*,invalid
p,n,p,*,*,*,*,*,invalid
t,w,i,n,k,l,e,d,valid
h,a,l,p,v,h,*,*,invalid
c,h,c,i,*,*,*,*,invalid
n,i,s,r,*,*,*,*,invalid
j,s,r,y,h,*,*,*,invalid
z,o,m,b,i,s,*,*,valid
f,e,n,*,*,*,*,*,valid
d,k,x,c,*,*,*,*,invalid
o,c,t,a,n,e,*,*,valid
e,g,g,a,e,*,*,*,invalid
f,i,l,m,i,e,r,*,valid
e,q,u,i,t,i,e,s,valid
r,c,c,*,*,*,*,*,invalid
p,i,e,d,*,*,*,*,valid
a,i,d,x,*,*,*,*,invalid
h,i,l,q,i,*,*,*,invalid
x,s,h,t,b,x,*,*,invalid
w,j,j,e,r,a,*,*,invalid
b,n,n,j,t,y,h,*,invalid
g,o,a,l,i,e,*,*,valid
w,g,c,x,f,d,*,*,invalid
d,r,a,n,k,*,*,*,valid
b,e,e,p,e,d,*,*,valid
w,e,a,l,s,*,*,*,valid
d,q,t,*,*,*,*,*,invalid
l,e,c,h,e,r,s,*,valid
k,a,b,j,d,k,y,*,invalid
f,o,o,l,i,n,g,*,valid
g,u,m,b,o,*,*,*,valid
v,b,y,b,a,i,a,*,invalid
c,h,u,t,e,s,*,*,valid
t,a,c,t,i,c,a,l,valid
b,u,m,s,*,*,*,*,valid
b,a,l,l,s,i,e,r,valid
o,w,a,f,k,w,*,*,invalid
